ProductId,TagId
P484022,4699
P482656,85
P482656,4652
P476830,85
P476830,4658
P476830,81
P472305,85
P472305,4658
P472305,87
P463015,85
P463015,4658
P463015,87
P476826,85
P476826,4658
P476826,81
P472303,85
P472303,4658
P472303,81
P484023,85
P484023,4657
P484023,4699
P484024,85
P484024,4657
P484024,4699
P476827,85
P476827,4658
P476827,81
P476828,85
P476828,4658
P476828,87
P476829,85
P476829,4657
P476829,4694
P463016,85
P463016,4657
P463016,4698
P503741,514
P503741,99
P503741,4701
P503754,514
P503754,472
P503754,4715
P503762,514
P503762,133
P503762,320
P503732,514
P503732,472
P503732,4717
P503763,514
P503763,472
P503763,327
P503767,514
P503767,472
P503767,328
P503759,514
P503759,133
P503759,331
P504779,514
P504779,766
P504779,335
P503731,514
P503731,472
P503731,4722
P404916,85
P404916,4657
P404916,4694
P393281,85
P393281,4657
P393281,4723
P484025,85
P484025,4657
P484025,4694
P426173,4645
P426173,85
P474810,85
P474810,4657
P474810,4694
P500747,85
P500747,4657
P500747,4695
P404913,85
P404913,4657
P404913,4698
P442295,85
P442295,3776
P442295,4724
P468627,85
P468627,4658
P468627,87
P501442,85
P501442,4652
P468629,85
P468629,4657
P468629,4699
P460000,85
P460000,3776
P460000,4725
P471529,85
P471529,4657
P471529,4694
P431196,85
P431196,4658
P431196,81
P501705,85
P501705,4657
P501705,4694
P409703,85
P409703,4657
P409703,4698
P431197,85
P431197,4658
P431197,87
P431193,85
P431193,4657
P431193,4698
P501693,85
P501693,4657
P501693,4714
P426180,4645
P426180,85
P504002,85
P504002,4657
P504002,4697
P501708,85
P501708,4657
P501708,4723
P420713,85
P420713,4658
P420713,87
P500748,85
P500748,4658
P500748,81
P441833,85
P441833,3776
P441833,4726
P431192,85
P431192,4657
P431192,4698
P478535,85
P478535,4657
P478535,4713
P481409,85
P481409,4657
P481409,4694
P500713,85
P500713,4658
P500713,87
P420708,85
P420708,4658
P420708,81
P502586,85
P502586,4657
P502586,4714
P471531,85
P471531,4658
P471531,87
P501714,85
P501714,4658
P501714,81
P504128,85
P504128,4652
P420709,85
P420709,4658
P420709,87
P458505,85
P458505,4657
P458505,4699
P473260,85
P473260,4657
P473260,4698
P501713,85
P501713,4657
P501713,4699
P482657,85
P482657,3776
P482657,4727
P501717,85
P501717,4658
P501717,81
P501689,85
P501689,4657
P501689,4695
P500290,85
P500290,3776
P500290,4724
P480275,85
P480275,4657
P480275,4723
P501698,85
P501698,4657
P501698,4723
P449574,85
P449574,3776
P449574,4726
P501721,85
P501721,4658
P501721,81
P455574,85
P455574,3776
P455574,4726
P449573,85
P449573,3776
P449573,4727
P501686,85
P501686,4658
P501686,87
P202633,514
P202633,133
P202633,331
P384060,514
P384060,133
P384060,331
P404832,514
P404832,133
P404832,437
P404831,514
P404831,99
P404831,431
P409118,514
P409118,133
P409118,4730
P58930227,514
P58930227,133
P58930227,4730
P386335,514
P386335,472
P386335,438
P404827,514
P404827,133
P404827,331
P404830,514
P404830,99
P404830,4732
P406576,514
P406576,472
P406576,327
P69304,514
P69304,133
P69304,331
P69300,514
P69300,133
P69300,331
P468341,514
P468341,133
P468341,331
P384059,514
P384059,4671
P384059,4733
P423925,514
P423925,472
P423925,327
P454751,514
P454751,133
P454751,331
P69517,514
P69517,4671
P69517,4733
P410504,514
P410504,472
P410504,461
P452735,514
P452735,133
P452735,4735
P187202,514
P187202,133
P187202,331
P441838,514
P441838,133
P441838,331
P480576,514
P480576,99
P480576,431
P420162,514
P420162,766
P420162,4736
P386783,514
P386783,133
P386783,331
P442999,514
P442999,133
P442999,331
P449124,514
P449124,472
P449124,461
P69305,514
P69305,133
P69305,331
P480575,514
P480575,99
P480575,4737
P450846,514
P450846,4672
P462328,514
P462328,133
P462328,331
P443753,514
P443753,472
P443753,4717
P448161,514
P448161,4672
P463420,514
P463420,133
P463420,4730
P397498,514
P397498,4671
P397498,4733
P427916,514
P427916,766
P427916,481
P406574,514
P406574,4671
P406574,4739
P474813,514
P474813,766
P474813,335
P450845,514
P450845,4672
P457246,514
P457246,4672
P475045,514
P475045,472
P475045,328
P224610,514
P224610,133
P224610,437
P474812,514
P474812,766
P474812,481
P473261,514
P473261,4672
P450720,514
P450720,472
P450720,438
P69600,4649
P69600,4673
P69600,4740
P406577,514
P406577,99
P406577,4701
P452412,514
P452412,4645
P395205,514
P395205,133
P395205,437
P69502,4649
P69502,4673
P69502,4740
P471219,514
P471219,704
P471219,4740
P463783,514
P463783,133
P463783,4741
P454992,4645
P454992,514
P449149,514
P449149,472
P449149,4717
P69512,514
P69512,4671
P69512,4733
P468343,514
P468343,99
P468343,4732
P420204,514
P420204,472
P420204,327
P459508,514
P459508,4645
P500629,514
P500629,133
P500629,4730
P406283,514
P406283,4671
P406283,4733
P452413,4645
P452413,514
P482659,514
P482659,4672
P468344,514
P468344,472
P468344,327
P446027,514
P446027,133
P446027,4742
P503051,514
P503051,4652
P386784,514
P386784,4671
P386784,4733
P471735,514
P471735,472
P471735,4722
P478230,514
P478230,133
P478230,538
P173317,514
P173317,133
P173317,331
P446344,4644
P446344,4654
P446344,4689
P395206,514
P395206,4671
P395206,4733
P449151,514
P449151,133
P449151,538
P503114,514
P503114,4652
P503050,514
P503050,4652
P477809,514
P477809,133
P477809,437
P69520,4649
P69520,4673
P69520,4744
P455981,514
P455981,133
P455981,320
P503556,514
P503556,133
P503556,4730
P503092,514
P503092,4652
P456591,514
P456591,133
P456591,320
P423923,514
P423923,99
P423923,431
P500697,514
P500697,4652
P390228,514
P390228,133
P390228,331
P468342,514
P468342,99
P468342,4732
P500604,514
P500604,472
P500604,327
P483069,514
P483069,133
P483069,331
P410502,514
P410502,133
P410502,538
P500402,514
P500402,133
P500402,331
P470000,514
P470000,133
P470000,4735
P449148,514
P449148,4671
P449148,4739
P462330,514
P462330,4645
P473262,514
P473262,99
P473262,4701
P470504,514
P470504,133
P470504,4741
P449150,907
P449150,4660
P449150,4706
P504629,514
P504629,133
P504629,331
P470001,514
P470001,133
P470001,4735
P502229,85
P502229,3776
P502229,704
P393401,514
P393401,472
P393401,461
P393411,514
P393411,99
P393411,4745
P425938,4645
P425938,514
P393434,514
P393434,133
P393434,437
P416785,514
P416785,472
P416785,461
P471221,514
P471221,99
P471221,431
P456158,514
P456158,472
P456158,328
P271538,1
P271538,3589
P271538,37
P461420,1
P461420,3589
P461420,37
P388029,1
P388029,3589
P388029,37
P441817,514
P441817,472
P441817,328
P430871,1
P430871,3589
P430871,37
P458270,514
P458270,472
P458270,461
P12430,1
P12430,1108
P12430,1742
P480151,1
P480151,4652
P480151,4686
P461421,1
P461421,3589
P461421,4688
P144212,1
P144212,3589
P144212,37
P472016,514
P472016,766
P472016,335
P449793,514
P449793,472
P449793,4746
P393671,514
P393671,133
P393671,320
P457884,1
P457884,3589
P457884,37
P475046,1
P475046,3589
P475046,37
P439633,1
P439633,3589
P439633,4688
P469846,514
P469846,472
P469846,4717
P434327,1
P434327,3589
P434327,4688
P446794,1
P446794,3589
P446794,37
P398665,1
P398665,1108
P398665,1742
P393672,514
P393672,133
P393672,320
P456972,1
P456972,1108
P456972,1742
P481814,514
P481814,99
P481814,431
P393669,514
P393669,133
P393669,320
P472017,514
P472017,4645
P430348,1
P430348,1108
P430348,1742
P421783,1
P421783,1108
P421783,1742
P482507,514
P482507,472
P482507,4722
P469176,1
P469176,3589
P469176,37
P469177,1
P469177,3589
P469177,4688
P483112,1
P483112,3589
P483112,4688
P465302,1
P465302,4645
P481950,1
P481950,3589
P481950,37
P503765,514
P503765,99
P503765,4747
P483111,1
P483111,3589
P483111,37
P482660,1
P482660,1108
P482660,1742
P503247,1
P503247,4652
P503247,4686
P503243,1
P503243,4652
P503243,4686
P465304,4644
P465304,4656
P465304,4692
P503246,1
P503246,1108
P503246,1742
P469034,1
P469034,1108
P469034,1742
P503244,1
P503244,4652
P503244,4686
P418389,1
P418389,1108
P418389,1742
P504670,1
P504670,4652
P504670,4686
P446790,1
P446790,1108
P446790,1742
P504695,1
P504695,4652
P504695,4686
P380557,4644
P380557,4675
P380557,4748
P505320,1
P505320,3589
P505320,37
P505214,1
P505214,1108
P505214,1742
P429271,514
P429271,472
P429271,327
P456967,514
P456967,99
P456967,431
P456966,514
P456966,133
P456966,4730
P451642,514
P451642,99
P451642,4732
P484029,514
P484029,99
P484029,4701
P476833,4645
P476833,514
P473181,514
P473181,133
P473181,4730
P482509,514
P482509,133
P482509,4730
P479301,514
P479301,133
P479301,437
P472308,514
P472308,472
P472308,4717
P448851,514
P448851,133
P448851,4730
P472307,514
P472307,472
P472307,4746
P410197,1
P410197,3589
P410197,37
P474814,1
P474814,3589
P474814,37
P470506,907
P470506,4665
P470506,4705
P470509,907
P470509,4660
P470507,907
P470507,4660
P500420,907
P500420,4660
P482510,907
P482510,4660
P475907,907
P475907,4661
P475907,4702
P475906,907
P475906,4662
P475906,4703
P503926,907
P503926,644
P503926,4708
P470510,907
P470510,4645
P470508,907
P470508,4645
P502588,514
P502588,133
P502588,320
P480154,85
P480154,4657
P480154,4699
P482511,85
P482511,4652
P480152,85
P480152,4658
P480152,81
P482661,907
P482661,4661
P482661,4702
P502235,907
P502235,4652
P480153,85
P480153,4658
P480153,87
P501140,4644
P501140,4654
P501140,4689
P504018,907
P504018,4652
P503815,1
P503815,1108
P503815,1742
P503817,1
P503817,1108
P503817,1742
P460779,907
P460779,4661
P460779,4702
P393356,514
P393356,472
P393356,4749
P61004,514
P61004,472
P61004,4717
P410543,514
P410543,472
P410543,461
P61005,514
P61005,472
P61005,4717
P469839,514
P469839,766
P469839,481
P455324,514
P455324,99
P455324,431
P427652,514
P427652,766
P427652,335
P469847,514
P469847,99
P469847,4732
P396527,514
P396527,4671
P396527,4739
P470512,514
P470512,472
P470512,328
P473848,514
P473848,472
P473848,4717
P461132,514
P461132,133
P461132,320
P473841,514
P473841,133
P473841,4730
P501215,514
P501215,99
P501215,4745
P473842,514
P473842,133
P473842,538
P501217,514
P501217,99
P501217,4737
P481951,514
P481951,133
P481951,320
P502965,4645
P502965,514
P504122,514
P504122,472
P504122,4746
P158509,514
P158509,766
P158509,481
P504153,514
P504153,472
P504153,4746
P438637,907
P438637,4662
P438637,4750
P455623,907
P455623,4660
P472448,907
P472448,4661
P472448,4709
P477961,907
P477961,4652
P438631,4644
P438631,4654
P438631,4689
P463793,85
P463793,4657
P463793,4699
P438643,907
P438643,4665
P438643,4705
P438628,907
P438628,1984
P438628,4751
P438635,907
P438635,4663
P481060,907
P481060,4662
P481060,4703
P438648,907
P438648,4660
P503562,907
P503562,4652
P444988,4644
P444988,4654
P444988,4689
P505145,907
P505145,4665
P505145,4707
P467106,907
P467106,4677
P467106,4752
P438642,907
P438642,4665
P438642,4753
P443810,907
P443810,4661
P443810,4702
P438632,907
P438632,4677
P438632,4752
P463792,907
P463792,4652
P443812,907
P443812,4661
P443812,4702
P463791,907
P463791,4677
P463791,4752
P438629,907
P438629,4660
P438629,4706
P438640,907
P438640,4661
P438640,4702
P467107,907
P467107,4677
P467107,4752
P438634,907
P438634,4677
P438634,4752
P438638,907
P438638,4677
P438638,4752
P503552,907
P503552,4661
P503552,4754
P438630,907
P438630,4677
P438630,4752
P503560,907
P503560,4677
P502237,907
P502237,4652
P483141,907
P483141,4662
P483141,4703
P483089,907
P483089,4652
P500755,907
P500755,4677
P500755,4752
P228913,514
P228913,4671
P228913,4755
P379832,514
P379832,4671
P379832,4755
P433987,514
P433987,472
P433987,461
P379449,514
P379449,4671
P379449,4756
P434014,514
P434014,4671
P434014,4755
P405602,514
P405602,4671
P405602,4755
P228914,514
P228914,4671
P228914,4756
P433996,514
P433996,4671
P433996,4755
P477136,514
P477136,472
P477136,461
P471746,514
P471746,4652
P455325,514
P455325,472
P455325,328
P429235,514
P429235,4671
P429235,4755
P468345,514
P468345,4671
P468345,4755
P475051,514
P475051,766
P475051,335
P504160,514
P504160,4652
P484031,514
P484031,472
P484031,4722
P500981,514
P500981,4671
P500981,4755
P471744,514
P471744,704
P471744,4757
P449140,514
P449140,4671
P449140,4758
P449144,514
P449144,4671
P449144,4733
P470004,514
P470004,472
P470004,4717
P505019,514
P505019,4652
P394639,907
P394639,4660
P394624,907
P394624,4660
P422905,907
P422905,4662
P422905,4703
P475908,907
P475908,4663
P462336,907
P462336,4665
P462336,4705
P471535,907
P471535,4660
P449175,907
P449175,4665
P449175,4707
P433443,907
P433443,4660
P433443,4759
P444057,907
P444057,4665
P444057,4705
P500019,907
P500019,754
P500019,4704
P481952,4644
P481952,4654
P481952,4689
P435801,907
P435801,4660
P435801,4760
P504888,907
P504888,4652
P504852,907
P504852,4652
P290636,514
P290636,766
P290636,481
P264900,514
P264900,472
P264900,4746
P289307,514
P289307,133
P289307,320
P409239,514
P409239,133
P409239,331
P408219,514
P408219,133
P408219,331
P392516,514
P392516,133
P392516,320
P1272,514
P1272,766
P1272,335
P408218,514
P408218,133
P408218,331
P440700,514
P440700,133
P440700,331
P427517,514
P427517,133
P427517,320
P409242,514
P409242,133
P409242,331
P427712,4645
P427712,514
P447375,514
P447375,472
P447375,327
P443327,514
P443327,4652
P38347,514
P38347,766
P38347,335
P425601,4645
P425601,514
P500253,514
P500253,766
P500253,335
P1273,514
P1273,472
P1273,328
P461925,514
P461925,133
P461925,331
P450856,514
P450856,133
P450856,331
P448162,514
P448162,472
P448162,328
P425947,4645
P425947,514
P505031,907
P505031,4660
P417320,514
P417320,472
P417320,327
P428505,4645
P428505,514
P505023,907
P505023,644
P505023,4708
P505009,907
P505009,4665
P505009,4707
P440952,514
P440952,133
P440952,538
P440951,514
P440951,133
P440951,538
P425933,514
P425933,133
P425933,331
P425953,4645
P425953,514
P466656,514
P466656,472
P466656,4717
P425923,4645
P425923,514
P505024,907
P505024,4665
P505024,4705
P505054,907
P505054,644
P505054,4708
P505020,907
P505020,4665
P505020,4705
P429905,4645
P429905,514
P408312,514
P408312,133
P408312,331
P474932,514
P474932,133
P474932,331
P466657,4645
P466657,514
P482664,514
P482664,133
P482664,538
P469203,514
P469203,133
P469203,320
P503681,514
P503681,133
P503681,331
P503687,4645
P503687,514
P500840,514
P500840,133
P500840,331
P408313,4649
P408313,4673
P408313,4744
P475910,514
P475910,133
P475910,331
P408314,4649
P408314,4673
P408314,4740
P469438,514
P469438,133
P469438,320
P501450,514
P501450,133
P501450,4741
P457461,514
P457461,133
P457461,4741
P453917,514
P453917,472
P453917,4746
P447358,514
P447358,472
P447358,461
P447122,514
P447122,472
P447122,461
P447371,514
P447371,133
P447371,538
P453269,514
P453269,472
P453269,4746
P502233,4645
P502233,4652
P447121,514
P447121,472
P447121,461
P484032,514
P484032,133
P484032,320
P475911,514
P475911,133
P475911,331
P479828,4645
P479828,514
P500099,514
P500099,4671
P500099,4739
P479827,514
P479827,472
P479827,4746
P501426,4645
P501426,514
P501435,514
P501435,4652
P447368,514
P447368,472
P447368,461
P504131,514
P504131,133
P504131,320
P502816,514
P502816,133
P502816,320
P505006,4645
P505006,907
P504136,514
P504136,133
P504136,320
P505033,4645
P505033,4652
P505052,4645
P505052,907
P505026,4645
P505026,907
P505007,4645
P505007,907
P418120,1
P418120,3589
P418120,37
P406232,85
P406232,3776
P406232,4726
P406532,85
P406532,3776
P406532,4724
P474019,85
P474019,3776
P474019,4724
P414981,85
P414981,4652
P393317,85
P393317,3776
P393317,4727
P406533,85
P406533,3776
P406533,4727
P421270,85
P421270,3776
P421270,4727
P442577,85
P442577,3776
P442577,4725
P442579,85
P442579,3776
P442579,4724
P460859,85
P460859,3776
P460859,4724
P442581,85
P442581,3776
P442581,4726
P442580,85
P442580,3776
P442580,4727
P460864,85
P460864,3776
P460864,4726
P433887,907
P433887,4660
P416563,907
P416563,4660
P416563,4706
P447210,907
P447210,4662
P447210,4703
P453224,907
P453224,4661
P453224,4702
P416561,907
P416561,4660
P416562,907
P416562,4662
P416562,4703
P456410,907
P456410,754
P456410,4704
P416560,907
P416560,4665
P416560,4705
P467110,907
P467110,4661
P467110,4702
P471003,907
P471003,4665
P471003,4707
P474304,907
P474304,4665
P474304,4705
P479304,907
P479304,4661
P479304,4702
P416564,907
P416564,4660
P416564,4706
P474022,4644
P474022,4654
P474022,4689
P503642,907
P503642,4660
P469439,907
P469439,4663
P462829,907
P462829,4665
P462829,4705
P501213,907
P501213,4661
P501213,4702
P483650,4644
P483650,4675
P483650,4761
P480278,907
P480278,4652
P429659,907
P429659,4660
P429659,4760
P484033,907
P484033,4660
P484033,4706
P480280,907
P480280,4660
P480279,907
P480279,4652
P503892,907
P503892,4652
P377750,514
P377750,133
P377750,320
P46017,514
P46017,133
P46017,320
P385531,514
P385531,133
P385531,320
P501265,514
P501265,133
P501265,320
P471004,514
P471004,133
P471004,320
P270594,907
P270594,4660
P378145,514
P378145,133
P378145,437
P270539,514
P270539,133
P270539,538
P270555,514
P270555,472
P270555,328
P401602,514
P401602,472
P401602,327
P431505,4645
P431505,907
P427430,514
P427430,472
P427430,461
P270549,514
P270549,472
P270549,461
P422224,514
P422224,99
P422224,431
P400625,514
P400625,99
P400625,431
P439913,514
P439913,99
P439913,431
P270545,514
P270545,472
P270545,327
P270548,514
P270548,766
P270548,481
P404241,514
P404241,99
P404241,4701
P454116,514
P454116,99
P454116,4732
P270551,514
P270551,472
P270551,461
P434532,4645
P434532,514
P270540,514
P270540,472
P270540,4717
P270580,514
P270580,4671
P270580,4733
P480282,514
P480282,472
P480282,4762
P385586,514
P385586,133
P385586,538
P434383,514
P434383,99
P434383,431
P382581,514
P382581,133
P382581,320
P270544,907
P270544,4662
P270544,4703
P422076,4645
P422076,514
P480281,514
P480281,472
P480281,328
P270559,1
P270559,3589
P270559,37
P501412,514
P501412,472
P501412,328
P420900,514
P420900,472
P420900,328
P503555,514
P503555,133
P503555,437
P445416,514
P445416,472
P445416,4722
P465745,514
P465745,472
P465745,461
P462339,907
P462339,4662
P462339,4703
P390431,514
P390431,4671
P390431,4739
P270543,907
P270543,4660
P455195,514
P455195,472
P455195,461
P388664,514
P388664,472
P388664,461
P392648,907
P392648,4660
P432842,514
P432842,472
P432842,4746
P383334,514
P383334,133
P383334,320
P504216,514
P504216,99
P504216,4701
P403974,514
P403974,133
P403974,320
P502815,514
P502815,99
P502815,4747
P500606,514
P500606,99
P500606,4701
P446518,907
P446518,4665
P446518,4705
P468634,907
P468634,4660
P481954,514
P481954,4652
P455332,907
P455332,4660
P504597,4645
P504597,514
P270600,907
P270600,4662
P270600,4703
P503887,514
P503887,133
P503887,437
P474024,514
P474024,133
P474024,331
P504452,907
P504452,4645
P395507,907
P395507,4660
P504080,514
P504080,472
P504080,4717
P501695,1
P501695,4652
P501695,4686
P501700,1
P501700,3589
P501700,4688
P501413,1
P501413,3589
P501413,37
P501694,1
P501694,3589
P501694,37
P501422,1
P501422,3589
P501422,4688
P501716,1
P501716,3589
P501716,4688
P501696,1
P501696,3589
P501696,4688
P501709,1
P501709,3589
P501709,37
P501728,1
P501728,3589
P501728,4688
P501687,1
P501687,3589
P501687,37
P501723,1
P501723,3589
P501723,4688
P501715,1
P501715,3589
P501715,4688
P501719,1
P501719,3589
P501719,37
P501699,1
P501699,3589
P501699,37
P501697,1
P501697,3589
P501697,4688
P501685,1
P501685,3589
P501685,37
P501711,1
P501711,3589
P501711,37
P475063,85
P475063,4657
P475063,4699
P475066,85
P475066,4657
P475066,4714
P500759,85
P500759,4658
P500759,81
P475059,85
P475059,4658
P475059,81
P475064,85
P475064,4657
P475064,4694
P475058,85
P475058,4658
P475058,87
P475065,85
P475065,4657
P475065,4699
P500715,85
P500715,4658
P500715,87
P500723,85
P500723,4657
P500723,4694
P500749,85
P500749,4657
P500749,4698
P500714,85
P500714,4657
P500714,4697
P475062,85
P475062,4657
P475062,4699
P475061,85
P475061,4658
P475061,81
P475074,85
P475074,4657
P475074,4699
P475060,85
P475060,4658
P475060,87
P501404,85
P501404,4657
P501404,4694
P475073,85
P475073,4657
P475073,4698
P475068,85
P475068,4658
P475068,81
P475070,85
P475070,4657
P475070,4698
P504000,85
P504000,4657
P504000,4698
P475071,85
P475071,4658
P475071,87
P504427,85
P504427,4652
P475069,85
P475069,4658
P475069,87
P475067,85
P475067,4657
P475067,4694
P475072,85
P475072,4658
P475072,81
P504010,85
P504010,4658
P504010,81
P504004,85
P504004,4657
P504004,4697
P504418,85
P504418,4652
P504024,85
P504024,4658
P504024,87
P504027,85
P504027,4657
P504027,4694
P504009,85
P504009,4657
P504009,4698
P504014,85
P504014,4658
P504014,81
P504019,85
P504019,4657
P504019,4694
P504005,85
P504005,4658
P504005,87
P501710,1
P501710,4652
P501710,4686
P501733,1
P501733,3589
P501733,4688
P501743,1
P501743,4655
P501743,4693
P501742,1
P501742,4655
P501742,4693
P504205,1
P504205,3589
P504205,4688
P504201,1
P504201,3589
P504201,37
P501729,1
P501729,3589
P501729,37
P501703,1
P501703,4655
P501703,4693
P501764,1
P501764,4655
P501764,4693
P501212,1
P501212,4655
P501212,4693
P501740,1
P501740,4655
P501740,4693
P501736,1
P501736,3589
P501736,4688
P501767,1
P501767,3589
P501767,4688
P501746,1
P501746,3589
P501746,4688
P501753,1
P501753,4655
P501753,4693
P501690,1
P501690,3589
P501690,37
P501718,1
P501718,4655
P501718,4693
P501712,1
P501712,3589
