ProductId,TagId
P269706,87
P309412,253
P309412,4752
P309412,257
P309412,258
P309412,259
P309412,27
P405297,253
P405297,4752
P405297,260
P405297,261
P405297,262
P405297,263
P419632,253
P419632,4752
P419632,252
P419632,25
P419632,91
P419632,263
P269714,253
P269714,4752
P269714,265
P269714,266
P428076,253
P428076,4752
P428076,252
P428076,267
P428076,23
P309411,253
P309411,4752
P309411,257
P309411,258
P309411,81
P384770,253
P384770,4752
P384770,252
P384770,268
P384770,91
P391910,253
P391910,4752
P391910,257
P391910,258
P391910,262
P391910,269
P435932,253
P435932,4752
P435932,270
P435932,271
P435932,272
P435932,273
P435932,274
P435932,15
P405298,253
P405298,4752
P405298,260
P405298,261
P405298,81
P441825,253
P441825,4752
P441825,275
P441825,267
P441825,135
P435934,253
P435934,4752
P435934,270
P435934,271
P435934,272
P435934,278
P435934,96
P410833,253
P410833,4752
P410833,254
P410833,170
P410833,252
P410833,279
P435933,253
P435933,4752
P435933,270
P435933,271
P435933,272
P435933,157
P435933,96
P374562,253
P374562,4752
P374562,280
P374562,281
P374562,15
P405299,253
P405299,4752
P405299,260
P405299,261
P405299,87
P269707,253
P269707,4752
P269707,254
P269707,170
P269707,282
P416598,253
P416598,4752
P416598,283
P416598,284
P416598,285
P416598,96
P441826,253
P441826,4752
P441826,254
P441826,170
P441826,288
P441826,87
P405300,253
P405300,4752
P405300,260
P405300,261
P405300,262
P405300,269
P448859,253
P448859,4752
P448859,252
P448859,135
P435931,253
P435931,4752
P435931,270
P435931,271
P435931,272
P435931,290
P435931,95
P416404,253
P416404,4752
P416404,283
P416404,284
P416404,285
P416404,81
P428074,253
P428074,4752
P428074,252
P428074,81
P441638,253
P441638,4752
P441638,280
P441638,291
P441638,15
P428075,253
P428075,4752
P428075,252
P428075,87
P416403,253
P416403,4752
P416403,283
P416403,284
P416403,285
P416403,87
P479628,270
P479628,271
P479628,272
P479628,282
P463601,292
P463601,293
P463601,253
P463601,4752
P463601,257
P463601,258
P463601,81
P484022,294
P484022,207
P484022,259
P482656,254
P482656,170
P482656,297
P482656,298
P476830,85
P476830,299
P476830,300
P476830,302
P476830,149
P472305,253
P472305,4752
P472305,270
P472305,271
P472305,272
P472305,87
P463015,292
P463015,293
P463015,253
P463015,4752
P463015,257
P463015,258
P463015,296
P463015,87
P476826,303
P476826,304
P476826,305
P476826,207
P476826,149
P472303,253
P472303,4752
P472303,270
P472303,271
P472303,272
P472303,81
P484023,294
P484023,259
P484023,27
P484023,306
P484024,294
P484024,259
P484024,307
P484024,308
P484024,27
P476827,85
P476827,299
P476827,309
P476827,310
P476827,153
P476827,81
P476828,85
P476828,299
P476828,309
P476828,311
P476828,87
P476829,85
P476829,299
P476829,312
P476829,313
P476829,268
P476829,282
P463016,257
P463016,258
P463016,262
P463016,269
P503741,99
P503741,27
P503741,91
P503754,315
P503754,129
P503762,318
P503762,319
P503762,320
P503732,26
P503732,224
P503732,322
P503732,323
P503732,324
P503763,327
P503763,135
P503767,328
P503759,330
P503759,331
P503759,332
P503759,83
P504779,333
P504779,334
P504779,95
P504779,335
P504779,99
P504779,336
P503731,337
P503731,338
P503731,99
P503731,26
P503731,339
P503731,3
P404916,340
P404916,268
P404916,85
P404916,77
P393281,341
P393281,25
P393281,81
P484025,342
P484025,343
P484025,157
P484025,236
P484025,85
P484025,77
P426173,29
P426173,340
P426173,268
P426173,77
P474810,344
P474810,345
P474810,271
P474810,272
P474810,85
P474810,77
P500747,346
P500747,347
P500747,345
P500747,170
P500747,87
P500747,348
P500747,187
P404913,261
P404913,351
P404913,291
P404913,15
P442295,352
P442295,353
P442295,72
P442295,354
P442295,85
P442295,355
P468627,344
P468627,271
P468627,272
P468627,87
P468627,356
P468627,85
P501442,357
P501442,358
P501442,359
P501442,272
P501442,85
P501442,77
P501442,3
P468629,360
P468629,231
P468629,85
P468629,272
P468629,95
P460000,85
P460000,363
P460000,364
P460000,365
P471529,367
P471529,368
P471529,312
P471529,369
P471529,12
P471529,345
P471529,272
P471529,85
P471529,77
P431196,370
P431196,371
P431196,62
P431196,81
P501705,372
P501705,231
P501705,90
P501705,85
P501705,373
P501705,77
P409703,374
P409703,375
P409703,261
P409703,376
P409703,269
P431197,370
P431197,236
P431197,87
P431193,93
P431193,377
P431193,93
P431193,94
P431193,95
P501693,378
P501693,379
P501693,85
P501693,380
P426180,29
P426180,261
P426180,351
P426180,291
P426180,15
P504002,381
P504002,382
P504002,236
P504002,85
P504002,91
P504002,348
P504002,187
P501708,341
P501708,374
P501708,383
P501708,384
P501708,25
P501708,81
P420713,385
P420713,342
P420713,252
P420713,87
P500748,346
P500748,347
P500748,345
P500748,170
P500748,81
P500748,348
P500748,187
P441833,386
P441833,387
P441833,388
P441833,389
P441833,365
P431192,93
P431192,377
P431192,93
P431192,314
P431192,85
P431192,83
P478535,390
P478535,373
P478535,85
P478535,90
P478535,15
P481409,344
P481409,272
P481409,27
P500713,346
P500713,347
P500713,345
P500713,170
P500713,87
P500713,348
P500713,187
P420708,393
P420708,371
P420708,62
P420708,81
P420708,85
P502586,395
P502586,396
P502586,267
P502586,15
P471531,367
P471531,368
P471531,369
P471531,12
P471531,87
P501714,344
P501714,271
P501714,272
P501714,81
P501714,356
P501714,85
P504128,346
P504128,347
P504128,342
P504128,343
P504128,85
P504128,359
P504128,3
P420709,393
P420709,87
P420709,85
P458505,397
P458505,284
P458505,399
P473260,165
P473260,400
P473260,93
P473260,401
P473260,15
P501713,402
P501713,207
P501713,403
P501713,259
P501713,295
P482657,404
P482657,405
P482657,389
P482657,363
P482657,364
P482657,365
P501717,406
P501717,261
P501717,407
P501717,81
P501689,406
P501689,408
P501689,85
P501689,407
P501689,27
P500290,352
P500290,353
P500290,72
P500290,409
P500290,297
P480275,29
P480275,341
P480275,25
P480275,81
P501698,29
P501698,341
P501698,374
P501698,383
P501698,384
P501698,25
P501698,81
P449574,410
P449574,411
P449574,412
P449574,413
P449574,281
P501721,367
P501721,368
P501721,369
P501721,12
P501721,81
P455574,414
P455574,415
P455574,416
P455574,417
P455574,413
P455574,281
P449573,418
P449573,191
P449573,139
P449573,419
P449573,85
P449573,364
P501686,406
P501686,261
P501686,407
P501686,87
P202633,420
P202633,421
P202633,416
P202633,420
P202633,423
P384060,424
P384060,426
P384060,427
P384060,420
P384060,428
P404832,133
P404832,429
P404832,430
P404831,130
P404831,431
P409118,432
P409118,433
P409118,133
P409118,429
P409118,434
P58930227,435
P58930227,436
P58930227,437
P58930227,434
P386335,438
P386335,97
P404827,420
P404827,439
P404827,440
P404827,441
P404830,99
P404830,373
P406576,111
P406576,442
P406576,243
P406576,97
P69304,443
P69304,285
P69304,330
P69304,420
P69304,83
P69300,444
P69300,445
P69300,446
P69300,447
P69300,420
P69300,324
P69300,204
P468341,420
P468341,448
P468341,449
P468341,285
P468341,452
P468341,453
P384059,365
P384059,416
P384059,420
P384059,365
P384059,455
P384059,456
P423925,457
P423925,243
P423925,97
P454751,29
P454751,443
P454751,285
P454751,330
P454751,420
P454751,83
P69517,365
P69517,458
P69517,416
P69517,420
P69517,365
P69517,459
P410504,460
P410504,461
P452735,462
P452735,463
P452735,464
P187202,315
P187202,420
P187202,83
P441838,424
P441838,83
P480576,351
P480576,465
P480576,466
P480576,431
P420162,335
P420162,298
P386783,467
P386783,423
P442999,424
P442999,83
P442999,29
P449124,468
P449124,461
P69305,280
P69305,420
P69305,423
P480575,99
P480575,469
P450846,462
P450846,467
P450846,470
P450846,434
P450846,472
P450846,376
P462328,473
P462328,476
P462328,420
P462328,477
P443753,478
P443753,3
P443753,323
P443753,15
P448161,462
P448161,467
P448161,470
P448161,434
P448161,472
P448161,376
P463420,29
P463420,435
P463420,436
P463420,479
P463420,133
P463420,429
P463420,434
P397498,365
P397498,480
P427916,324
P427916,481
P406574,482
P406574,467
P406574,365
P406574,484
P406574,485
P406574,486
P406574,365
P474813,460
P474813,95
P474813,335
P450845,462
P450845,467
P450845,470
P450845,434
P450845,472
P450845,376
P457246,462
P457246,467
P457246,470
P457246,434
P457246,472
P457246,376
P475045,488
P475045,489
P475045,328
P224610,490
P224610,204
P224610,423
P474812,95
P474812,481
P473261,462
P473261,467
P473261,470
P473261,434
P473261,472
P473261,376
P450720,438
P450720,491
P450720,460
P69600,492
P69600,493
P406577,99
P406577,380
P452412,462
P452412,29
P452412,467
P452412,470
P452412,434
P452412,472
P452412,376
P395205,425
P395205,494
P395205,284
P69502,495
P471219,420
P471219,448
P471219,496
P463783,497
P463783,420
P463783,3
P454992,462
P454992,29
P454992,467
P454992,470
P454992,434
P454992,472
P454992,376
P449149,322
P449149,323
P449149,324
P69512,498
P69512,499
P69512,365
P69512,500
P468343,315
P468343,99
P468343,373
P420204,130
P420204,243
P420204,327
P459508,29
P459508,478
P459508,3
P459508,236
P459508,323
P459508,15
P500629,501
P500629,437
P500629,434
P406283,365
P406283,502
P452413,462
P452413,29
P452413,467
P452413,470
P452413,434
P452413,472
P452413,376
P482659,462
P482659,467
P482659,470
P482659,434
P482659,472
P482659,376
P468344,505
P468344,327
P446027,29
P446027,133
P446027,380
P503051,506
P503051,507
P503051,508
P503051,420
P503051,97
P386784,365
P386784,509
P471735,472
P471735,510
P471735,511
P471735,335
P478230,462
P478230,512
P478230,513
P478230,514
P478230,515
P173317,420
P173317,380
P446344,516
P446344,376
P446344,91
P395206,365
P395206,469
P395206,365
P449151,130
P449151,469
P503114,98
P503114,517
P503114,437
P503114,434
P503050,518
P503050,386
P503050,32
P503050,420
P503050,97
P477809,519
P477809,511
P477809,472
P477809,133
P477809,429
P477809,434
P69520,520
P455981,316
P455981,521
P455981,318
P455981,320
P503556,29
P503556,436
P503556,524
P503556,437
P503556,434
P503092,507
P503092,508
P503092,525
P503092,99
P503092,204
P503092,97
P456591,29
P456591,316
P456591,521
P456591,318
P456591,320
P423923,130
P423923,431
P423923,526
P500697,527
P500697,528
P500697,335
P500697,99
P500697,97
P390228,529
P468342,530
P468342,99
P468342,373
P500604,460
P500604,327
P483069,420
P483069,531
P483069,97
P410502,532
P410502,425
P410502,469
P500402,420
P500402,126
P500402,73
P500402,420
P500402,96
P470000,462
P470000,463
P470000,534
P470000,464
P449148,535
P449148,536
P449148,537
P449148,365
P462330,29
P462330,322
P462330,323
P462330,324
P473262,462
P473262,99
P473262,135
P470504,133
P470504,521
P470504,538
P470504,320
P470504,3
P449150,236
P449150,91
P504629,450
P504629,451
P504629,420
P504629,97
P470001,463
P470001,390
P470001,464
P502229,539
P502229,541
P393401,468
P393401,542
P393401,280
P393401,243
P393401,543
P393401,461
P393411,99
P393411,544
P393411,130
P393411,351
P393411,431
P425938,29
P425938,468
P425938,542
P425938,280
P425938,243
P425938,543
P425938,461
P393434,133
P393434,339
P393434,130
P393434,437
P416785,165
P416785,546
P416785,547
P416785,352
P416785,548
P416785,461
P416785,143
P471221,99
P471221,165
P471221,465
P471221,446
P471221,545
P471221,431
P456158,468
P456158,542
P456158,472
P456158,328
P271538,550
P271538,50
P271538,551
P461420,552
P461420,6
P461420,7
P461420,8
P388029,553
P388029,6
P388029,7
P388029,8
P441817,165
P441817,546
P441817,328
P430871,553
P430871,554
P430871,6
P430871,7
P430871,8
P458270,555
P458270,556
P458270,315
P458270,129
P458270,348
P458270,187
P12430,550
P12430,50
P12430,6
P12430,7
P12430,48
P12430,15
P480151,29
P480151,552
P480151,550
P480151,50
P480151,551
P480151,37
P480151,204
P461421,552
P461421,6
P461421,7
P461421,8
P461421,14
P461421,15
P144212,558
P144212,559
P144212,124
P144212,560
P472016,555
P472016,556
P472016,284
P472016,148
P472016,95
P472016,335
P449793,468
P449793,542
P449793,236
P449793,514
P449793,380
P393671,561
P393671,562
P393671,319
P393671,320
P457884,563
P457884,50
P457884,551
P457884,6
P457884,7
P457884,8
P475046,552
P475046,6
P475046,7
P475046,8
P475046,345
P439633,550
P439633,50
P439633,551
P439633,14
P439633,15
P469846,468
P469846,542
P469846,243
P469846,323
P469846,324
P434327,553
P434327,554
P434327,6
P434327,7
P434327,8
P434327,14
P434327,15
P446794,564
P446794,565
P446794,6
P446794,7
P446794,8
P398665,550
P398665,50
P398665,567
P398665,568
P393672,561
P393672,562
P393672,425
P393672,320
P456972,569
P456972,50
P456972,570
P456972,6
P456972,7
P456972,8
P456972,15
P481814,99
P481814,544
P481814,571
P481814,130
P481814,351
P481814,431
P393669,523
P393669,572
P393669,320
P472017,29
P472017,561
P472017,562
P472017,318
P472017,319
P472017,320
P430348,550
P430348,50
P430348,567
P430348,573
P421783,574
P421783,558
P421783,576
P482507,468
P482507,542
P482507,280
P482507,243
P482507,543
P482507,461
P482507,337
P482507,3
P469176,564
P469176,345
P469176,6
P469176,7
P469176,8
P469177,564
P469177,345
P469177,6
P469177,7
P469177,8
P469177,14
P469177,15
P483112,552
P483112,577
P483112,6
P483112,7
P483112,8
P483112,14
P483112,15
P465302,550
P465302,50
P465302,567
P465302,124
P465302,578
P465302,14
P465302,15
P481950,564
P481950,554
P481950,579
P481950,6
P481950,7
P481950,8
P503765,99
P503765,165
P503765,465
P503765,431
P503765,204
P503765,3
P483111,552
P483111,577
P483111,6
P483111,7
P483111,8
P482660,550
P482660,50
P482660,567
P482660,6
P482660,7
P482660,8
P503247,551
P503247,37
P503247,30
P503247,3
P503243,552
P503243,37
P503243,30
P503243,3
P465304,550
P465304,50
P465304,567
P465304,63
P503246,558
P503246,559
P503246,8
P469034,558
P469034,559
P469034,6
P469034,7
P469034,8
P503244,553
P503244,554
P503244,37
P503244,30
P503244,3
P418389,558
P418389,559
P418389,53
P504670,550
P504670,50
P504670,580
P504670,37
P504670,30
P504670,3
P446790,550
P446790,50
P446790,573
P446790,581
P446790,6
P446790,7
P446790,8
P504695,564
P504695,554
P504695,30
P504695,3
P380557,558
P380557,559
P380557,582
P380557,583
P505320,552
P505320,8
P505214,558
P505214,559
P505214,6
P505214,7
P505214,48
P429271,411
P429271,243
P429271,324
P456967,542
P456967,95
P456967,431
P456966,584
P456966,585
P456966,168
P456966,470
P456966,437
P456966,434
P451642,586
P451642,203
P451642,99
P451642,373
P484029,587
P484029,99
P484029,91
P476833,29
P476833,584
P476833,585
P476833,437
P476833,588
P473181,584
P473181,589
P473181,437
P473181,168
P473181,470
P473181,434
P482509,584
P482509,590
P482509,437
P482509,168
P482509,470
P482509,434
P479301,591
P479301,592
P479301,130
P479301,593
P472308,391
P472308,287
P472308,22
P472308,323
P472308,324
P448851,214
P448851,594
P448851,437
P448851,434
P472307,595
P472307,243
P472307,596
P472307,387
P472307,380
P410197,598
P410197,599
P410197,37
P474814,598
P474814,599
P474814,37
P474814,600
P474814,601
P470506,95
P470506,602
P470506,83
P470506,603
P470506,150
P470506,149
P470509,604
P470509,95
P470509,603
P470509,472
P470509,129
P470507,95
P470507,603
P470507,472
P470507,129
P500420,325
P500420,95
P482510,145
P482510,605
P482510,95
P475907,96
P475907,603
P475906,133
P475906,95
P475906,603
P503926,472
P503926,95
P503926,77
P470510,29
P470510,604
P470510,95
P470510,603
P470510,472
P470510,129
P470508,29
P470508,95
P470508,603
P470508,472
P470508,129
P502588,331
P502588,316
P502588,314
P502588,96
P480154,259
P480154,27
P482511,606
P482511,293
P482511,607
P480152,81
P482661,608
P502235,408
P502235,609
P502235,204
P502235,95
P480153,87
P501140,376
P501140,95
P504018,26
P504018,134
P504018,607
P503815,610
P503815,8
P503817,610
P503817,6
P503817,7
P503817,8
P503817,345
P460779,611
P460779,446
P460779,612
P460779,613
P460779,4752
P460779,472
P460779,96
P393356,614
P393356,615
P393356,315
P393356,129
P393356,348
P393356,187
P393356,616
P393356,143
P61004,616
P61004,171
P61004,321
P61004,62
P61004,323
P61004,324
P410543,618
P410543,324
P410543,461
P61005,621
P61005,472
P61005,284
P61005,322
P61005,481
P469839,622
P469839,556
P469839,623
P469839,335
P469839,481
P455324,624
P455324,431
P427652,622
P427652,556
P427652,324
P427652,335
P469847,624
P469847,99
P469847,373
P469847,135
P396527,626
P396527,627
P396527,461
P396527,365
P470512,628
P470512,130
P470512,616
P470512,328
P473848,628
P473848,616
P473848,171
P473848,168
P473848,323
P473848,324
P461132,629
P461132,630
P461132,320
P473841,624
P473841,437
P473841,434
P501215,624
P501215,545
P501215,351
P501215,130
P501215,431
P473842,624
P473842,545
P473842,538
P501217,624
P501217,545
P501217,99
P501217,469
P481951,633
P481951,318
P481951,320
P502965,29
P502965,633
P502965,318
P502965,320
P504122,636
P504122,309
P504122,628
P504122,380
P158509,639
P158509,640
P158509,481
P504153,29
P504153,636
P504153,309
P504153,628
P504153,380
P438637,641
P438637,561
P438637,164
P438637,642
P438637,643
P438637,133
P438637,644
P455623,645
P455623,83
P455623,95
P472448,646
P472448,373
P472448,648
P472448,649
P472448,164
P472448,27
P477961,650
P477961,243
P477961,651
P477961,648
P477961,652
P477961,2
P477961,3
P438631,653
P438631,654
P438631,655
P438631,252
P438631,376
P438631,95
P463793,656
P463793,259
P463793,85
P463793,657
P463793,82
P463793,96
P438643,658
P438643,659
P438643,180
P438643,83
P438643,149
P438628,196
P438628,98
P438628,661
P438628,662
P438635,203
P438635,663
P438635,348
P438635,187
P438635,128
P438635,247
P438635,99
P438635,96
P481060,665
P481060,666
P438648,667
P438648,668
P438648,275
P438648,669
P438648,648
P438648,129
P503562,670
P503562,248
P503562,602
P503562,74
P503562,672
P503562,82
P503562,541
P444988,673
P444988,268
P444988,376
P444988,91
P444988,674
P444988,675
P444988,676
P444988,91
P505145,645
P505145,175
P505145,96
P467106,679
P467106,26
P467106,680
P467106,662
P438642,651
P438642,595
P438642,682
P438642,82
P438642,26
P438642,602
P438642,683
P438642,213
P443810,408
P443810,159
P443810,162
P443810,153
P443810,96
P443810,684
P443810,685
P438632,651
P438632,376
P438632,687
P438632,688
P438632,689
P463792,151
P463792,259
P463792,507
P463792,85
P463792,690
P463792,3
P443812,691
P443812,195
P443812,155
P443812,201
P443812,196
P443812,27
P463791,651
P463791,259
P463791,687
P463791,688
P463791,689
P438629,673
P438629,164
P438629,159
P438629,694
P438629,695
P438629,648
P438629,91
P438640,696
P438640,194
P438640,205
P438640,4752
P438640,96
P467107,651
P467107,679
P467107,26
P467107,680
P467107,697
P438634,651
P438634,472
P438634,687
P438634,688
P438634,689
P438638,651
P438638,133
P438638,687
P438638,688
P438638,689
P503552,670
P503552,82
P503552,700
P503552,247
P503552,348
P503552,187
P503552,666
P438630,196
P438630,98
P438630,661
P438630,651
P438630,688
P438630,689
P503560,670
P503560,701
P503560,27
P503560,702
P503560,703
P503560,365
P503560,704
P502237,706
P502237,3
P483141,667
P483141,133
P483141,707
P483141,668
P483141,133
P483141,135
P483089,133
P483089,708
P483089,472
P483089,133
P483089,652
P483089,3
P500755,679
P500755,26
P500755,680
P500755,662
P500755,641
P500755,561
P500755,456
P500755,3
P228913,628
P228913,710
P228913,514
P228913,711
P379832,710
P379832,467
P433987,238
P433987,130
P433987,714
P433987,446
P433987,715
P433987,461
P379449,716
P379449,717
P434014,165
P434014,718
P434014,719
P434014,324
P434014,719
P434014,323
P434014,722
P405602,710
P405602,556
P228914,130
P228914,716
P433996,725
P433996,726
P433996,710
P433996,727
P433996,728
P477136,238
P477136,730
P477136,731
P477136,26
P477136,339
P471746,732
P471746,733
P471746,92
P471746,734
P471746,735
P471746,3
P455325,238
P455325,736
P455325,130
P455325,714
P455325,328
P429235,737
P429235,514
P429235,711
P468345,738
P468345,739
P468345,740
P468345,514
P468345,711
P475051,238
P475051,130
P475051,714
P475051,95
P475051,335
P504160,732
P504160,741
P504160,92
P504160,734
P504160,735
P504160,3
P484031,238
P484031,488
P484031,742
P484031,239
P484031,481
